loan_id,customer_code,customer_name,employment_status,monthly_income,principal,annual_interest_rate,term_months,application_date,approval_date,disbursement_date,due_date,status,eligibility_score,purpose,total_repaid,outstanding_penalties
178,CUS-0209,Lillian Chilufya,Unemployed,234.0,4000.0,10.0,24,2026-05-05,,,,Rejected,45.0,Medical expenses,0,0
179,CUS-0155,James Mutale,Self-Employed,24524.0,21200.0,12.0,24,2025-12-13,2025-12-14,2025-12-15,2027-12-05,Completed,93.08,Emergency needs,26288.0,0
180,CUS-0210,Peter Mutale,Other,2293.0,9000.0,20.0,18,2025-11-30,2025-12-01,2025-12-04,2027-05-28,Disbursed,68.6,Equipment purchase,3662.98,0
181,CUS-0013,Memory Mwelwa,Self-Employed,22651.0,25700.0,15.0,6,2026-04-27,2026-05-01,2026-05-03,2026-10-30,Completed,90.92,Working capital,27627.5,0
182,CUS-0020,Victor Mulenga,Self-Employed,18502.0,25800.0,10.0,12,2025-10-14,2025-10-16,2025-10-20,2026-10-15,Disbursed,88.84,Vehicle repair,14625.96,0
183,CUS-0213,Memory Kunda,Business Owner,17647.0,14800.0,24.0,24,2025-10-04,,,,Pending,93.29,Vehicle repair,0,0
184,CUS-0022,Victor Kabwe,Unemployed,201.0,22100.0,15.0,6,2026-02-08,,,,Pending,45.0,Business expansion,0,0
185,CUS-0118,Thandiwe Tembo,Business Owner,11433.0,13100.0,20.0,12,2026-02-01,2026-02-05,2026-02-08,2027-02-03,Disbursed,90.83,Emergency needs,5627.55,0
186,CUS-0006,Eunice Mwelwa,Retired,7752.0,14700.0,20.0,36,2026-02-09,,,,Pending,79.83,School fees,0,0
187,CUS-0150,Ruth Tembo,Student,269.0,18200.0,20.0,24,2026-04-07,,,,Pending,45.0,House renovation,0,0
188,CUS-0166,Adrian Chilufya,Other,2831.0,700.0,20.0,3,2026-01-31,,,,Pending,98.02,Emergency needs,0,0
189,CUS-0133,Adrian Musonda,Student,2965.0,13300.0,24.0,24,2026-06-19,2026-06-22,2026-06-23,2028-06-12,Disbursed,64.11,Emergency needs,4180.1,0
190,CUS-0029,Grace Chanda,Unemployed,3271.0,6600.0,12.0,6,2026-02-09,,,,Pending,83.86,Equipment purchase,0,0
191,CUS-0117,Kelvin Ngoma,Business Owner,15658.0,6300.0,18.0,24,2025-12-24,,,,Pending,96.78,Equipment purchase,0,0
192,CUS-0089,Joshua Mwila,Unemployed,2745.0,9300.0,10.0,12,2026-03-19,2026-03-25,2026-03-29,2027-03-24,Disbursed,72.9,Farm inputs,1686.36,0
193,CUS-0095,Gabriel Chilufya,Employed,9230.0,21400.0,12.0,9,2025-11-01,2025-11-07,2025-11-09,2026-08-06,Completed,81.45,Equipment purchase,23326.0,0
194,CUS-0153,Ruth Banda,Student,4530.0,22000.0,10.0,12,2025-11-26,2025-11-30,2025-11-30,2026-11-25,Completed,61.15,School fees,24200.0,0
195,CUS-0207,Caroline Mumbula,Business Owner,21136.0,15700.0,24.0,9,2026-01-13,2026-01-14,2026-01-18,2026-10-15,Disbursed,94.06,Business expansion,1957.45,0
196,CUS-0201,Peter Zulu,Employed,14339.0,12100.0,10.0,18,2026-02-25,2026-02-28,2026-03-01,2027-08-23,Completed,93.25,Business expansion,13915.0,0
197,CUS-0076,Gabriel Nyirenda,Retired,4048.0,28000.0,18.0,9,2025-11-19,,,,Rejected,45.0,House renovation,0,0
198,CUS-0068,Memory Banda,Unemployed,2767.0,3600.0,24.0,6,2025-10-06,,,,Pending,89.59,Working capital,0,0
199,CUS-0005,Caroline Mumba,Employed,24146.0,27000.0,12.0,12,2025-12-19,2025-12-21,2025-12-22,2026-12-17,Disbursed,91.05,School fees,21952.26,0
200,CUS-0078,Sibamba Lungu,Other,1310.0,6100.0,10.0,9,2026-03-27,2026-04-02,2026-04-05,2026-12-31,Disbursed,62.75,House renovation,3759.3,0
201,CUS-0178,Eunice Musonda,Other,2670.0,20600.0,15.0,24,2026-03-01,,,,Pending,45.0,Medical expenses,0,0
202,CUS-0120,Lillian Chilufya,Employed,5717.0,17400.0,10.0,12,2025-12-26,,,,Pending,75.65,Emergency needs,0,0
203,CUS-0096,Natasha Kunda,Retired,2193.0,27400.0,10.0,6,2025-11-25,,,,Rejected,45.0,Business expansion,0,0
204,CUS-0128,Mercy Nyirenda,Other,19.0,23900.0,20.0,24,2026-04-17,,,,Rejected,45.0,House renovation,0,0
205,CUS-0050,Lillian Mulenga,Self-Employed,13107.0,26200.0,12.0,24,2025-11-15,2025-11-18,2025-11-18,2027-11-08,Completed,84.01,Personal development,32488.0,0
206,CUS-0088,Caroline Banda,Employed,17013.0,20800.0,15.0,12,2025-12-13,2025-12-16,2025-12-20,2026-12-15,Disbursed,90.22,Medical expenses,15975.15,0
207,CUS-0058,Kelvin Zulu,Employed,21302.0,16600.0,18.0,36,2025-10-13,2025-10-20,2025-10-23,2028-10-07,Disbursed,88.77,Vehicle repair,5629.87,0
208,CUS-0043,Ruth Nyirenda,Self-Employed,4345.0,15300.0,24.0,24,2026-06-24,,,,Rejected,71.83,Equipment purchase,0,0
209,CUS-0097,Agnes Mulenga,Unemployed,3533.0,2500.0,10.0,18,2025-10-08,2025-10-14,2025-10-14,2027-04-07,Disbursed,94.34,Emergency needs,1116.06,0
210,CUS-0218,Victor Mumba,Other,4155.0,12800.0,12.0,24,2025-10-07,2025-10-13,,,Approved,75.35,Emergency needs,0,0
211,CUS-0115,Kelvin Banda,Employed,19867.0,14100.0,12.0,3,2025-11-11,2025-11-13,2025-11-13,2026-02-11,Disbursed,94.32,Medical expenses,6488.56,0
212,CUS-0181,Caroline Mumbula,Business Owner,15005.0,25800.0,18.0,12,2026-04-27,2026-05-02,2026-05-04,2027-04-29,Disbursed,86.24,Farm inputs,20590.76,0
213,CUS-0133,Adrian Musonda,Student,2965.0,24200.0,15.0,6,2026-05-01,,,,Pending,45.0,Equipment purchase,0,0
214,CUS-0041,Natasha Chilufya,Self-Employed,16059.0,13700.0,18.0,12,2025-10-08,2025-10-09,2025-10-09,2026-10-04,Disbursed,93.18,Medical expenses,5666.43,0
215,CUS-0190,Brian Mumba,Employed,17995.0,11500.0,15.0,9,2026-06-17,2026-06-21,,,Approved,94.89,Personal development,0,0
216,CUS-0061,Memory Kabwe,Unemployed,3198.0,27300.0,12.0,18,2026-03-16,,,,Pending,45.0,Business expansion,0,0
217,CUS-0012,Joshua Mulenga,Retired,2507.0,13100.0,20.0,36,2026-06-14,,,,Rejected,53.2,School fees,0,0
218,CUS-0159,Joshua Banda,Self-Employed,17113.0,19600.0,15.0,6,2025-10-17,2025-10-19,2025-10-23,2026-04-21,Disbursed,90.84,Medical expenses,13063.65,0
219,CUS-0108,Gabriel Musonda,Employed,15667.0,9400.0,10.0,18,2024-12-07,2024-12-13,2024-12-15,2026-06-08,Overdue,95.2,Equipment purchase,4775.97,0
220,CUS-0191,Eunice Mbewe,Self-Employed,23417.0,19100.0,12.0,24,2026-06-29,2026-07-01,2026-07-01,2028-06-20,Completed,93.47,Working capital,23684.0,0
221,CUS-0199,James Mumba,Self-Employed,14808.0,14900.0,15.0,6,2025-09-27,2025-10-01,2025-10-01,2026-03-30,Disbursed,91.95,Emergency needs,7325.92,0
222,CUS-0164,James Ngoma,Other,3509.0,27700.0,10.0,6,2026-04-29,,,,Rejected,45.0,Farm inputs,0,0
223,CUS-0103,Victor Zulu,Business Owner,18659.0,29300.0,12.0,9,2025-10-16,2025-10-22,2025-10-26,2026-07-23,Completed,87.44,Working capital,31937.0,0
224,CUS-0141,Chola Kunda,Employed,21652.0,3300.0,12.0,24,2025-10-24,2025-10-27,2025-10-28,2027-10-18,Disbursed,98.78,Business expansion,508.65,0
225,CUS-0177,Memory Ngoma,Retired,3069.0,23800.0,15.0,18,2026-05-28,,,,Rejected,45.0,Vehicle repair,0,0
226,CUS-0039,James Mwelwa,Employed,12140.0,22100.0,10.0,18,2025-11-05,2025-11-10,2025-11-10,2027-05-04,Completed,85.44,Farm inputs,25415.0,0
227,CUS-0010,Thandiwe Kunda,Unemployed,4136.0,11000.0,20.0,6,2025-09-29,2025-10-03,2025-10-03,2026-04-01,Disbursed,78.72,Working capital,8853.86,0
228,CUS-0054,Gabriel Chanda,Unemployed,488.0,9500.0,18.0,24,2026-07-26,,,,Pending,45.0,Working capital,0,0
229,CUS-0056,Victor Nyirenda,Retired,5812.0,16800.0,12.0,18,2026-06-06,2026-06-09,2026-06-09,2027-12-01,Disbursed,76.88,Working capital,13849.32,0
230,CUS-0169,Ruth Mwelwa,Student,4465.0,10700.0,10.0,6,2026-06-03,,,,Pending,80.83,Vehicle repair,0,0
231,CUS-0027,Sibamba Mwila,Retired,3937.0,12300.0,12.0,12,2026-03-17,2026-03-20,2026-03-20,2027-03-15,Disbursed,75.01,Farm inputs,1929.83,0
232,CUS-0071,Gabriel Tembo,Other,4091.0,15800.0,12.0,6,2026-02-28,2026-03-07,2026-03-08,2026-09-04,Disbursed,69.1,School fees,12190.92,0
233,CUS-0042,Natasha Mbewe,Unemployed,1090.0,20400.0,15.0,6,2025-10-27,,,,Rejected,45.0,Vehicle repair,0,0
234,CUS-0051,Lillian Mutale,Business Owner,23140.0,8900.0,24.0,3,2026-06-27,2026-06-29,2026-06-29,2026-09-27,Disbursed,96.92,Working capital,3314.92,0
235,CUS-0076,Gabriel Nyirenda,Retired,4048.0,23600.0,12.0,6,2026-07-04,,,,Pending,53.36,School fees,0,0
236,CUS-0103,Victor Zulu,Business Owner,18659.0,5100.0,10.0,36,2025-11-10,,,,Pending,92.81,School fees,0,0
237,CUS-0196,James Phiri,Unemployed,1359.0,28300.0,24.0,3,2026-07-03,,,,Rejected,45.0,Medical expenses,0,0
238,CUS-0177,Memory Ngoma,Retired,3069.0,1100.0,20.0,18,2026-02-23,,,,Pending,97.13,Medical expenses,0,0
239,CUS-0186,Memory Mumbula,Employed,5400.0,8600.0,24.0,6,2025-10-16,2025-10-22,2025-10-25,2026-04-23,Disbursed,87.26,Equipment purchase,4169.5,0
240,CUS-0003,Lillian Sakala,Unemployed,4765.0,20700.0,24.0,6,2026-07-06,2026-07-13,,,Approved,65.25,Emergency needs,0,0
241,CUS-0006,Eunice Mwelwa,Retired,7752.0,20000.0,15.0,3,2026-03-14,,,,Pending,79.36,House renovation,0,0
242,CUS-0049,Victor Phiri,Other,3138.0,6900.0,18.0,18,2026-04-09,2026-04-10,,,Approved,82.41,Business expansion,0,0
243,CUS-0161,Chola Kabwe,Employed,4780.0,28200.0,18.0,6,2025-09-27,,,,Pending,52.8,Working capital,0,0
244,CUS-0079,Joshua Kunda,Retired,3260.0,20700.0,12.0,9,2025-11-16,2025-11-20,,,Approved,49.2,Personal development,0,0
245,CUS-0107,Peter Zulu,Retired,6997.0,15200.0,20.0,12,2025-07-07,2025-07-12,2025-07-16,2026-07-11,Overdue,82.62,Vehicle repair,7408.81,216.62
246,CUS-0095,Gabriel Chilufya,Employed,9230.0,11000.0,20.0,18,2025-10-19,2025-10-24,2025-10-25,2027-04-18,Completed,90.47,School fees,14300.0,0
247,CUS-0095,Gabriel Chilufya,Employed,9230.0,18600.0,15.0,9,2025-11-04,2025-11-08,2025-11-10,2026-08-07,Completed,83.88,Medical expenses,20692.5,0
248,CUS-0095,Gabriel Chilufya,Employed,9230.0,2500.0,20.0,6,2026-04-11,2026-04-13,,,Approved,97.83,Farm inputs,0,0
249,CUS-0175,Joshua Nyirenda,Business Owner,11175.0,24200.0,20.0,3,2025-10-24,2025-10-28,2025-10-30,2026-01-28,Completed,82.68,Working capital,25410.0,0
250,CUS-0174,Adrian Mwelwa,Unemployed,3181.0,26500.0,10.0,3,2026-05-04,,,,Rejected,45.0,Vehicle repair,0,0
251,CUS-0170,Lillian Lungu,Student,1579.0,29200.0,12.0,12,2026-04-21,,,,Pending,45.0,Emergency needs,0,0
252,CUS-0188,Victor Mumba,Unemployed,1733.0,22000.0,10.0,12,2026-01-03,,,,Rejected,45.0,Business expansion,0,0
253,CUS-0090,Grace Chilufya,Business Owner,18847.0,11300.0,18.0,36,2026-04-26,2026-05-03,2026-05-05,2029-04-19,Completed,90.2,Medical expenses,17402.0,0
254,CUS-0207,Caroline Mumbula,Business Owner,21136.0,13100.0,10.0,6,2025-12-31,2026-01-07,2026-01-09,2026-07-08,Overdue,95.04,Medical expenses,6981.67,135.47
255,CUS-0051,Lillian Mutale,Business Owner,23140.0,9500.0,10.0,3,2025-11-29,,,,Pending,96.72,School fees,0,0
256,CUS-0039,James Mwelwa,Employed,12140.0,600.0,20.0,9,2026-05-24,,,,Pending,99.6,Emergency needs,0,0
257,CUS-0205,Brian Chanda,Retired,7393.0,14000.0,24.0,24,2024-05-31,2024-06-03,2024-06-06,2026-05-27,Overdue,84.85,School fees,10004.3,214.31
258,CUS-0206,Joshua Banda,Unemployed,2031.0,22500.0,20.0,12,2026-06-01,,,,Rejected,45.0,Working capital,0,0
259,CUS-0094,Agnes Mumbula,Other,798.0,2400.0,18.0,18,2026-03-07,2026-03-09,2026-03-09,2027-08-31,Disbursed,75.94,Equipment purchase,293.92,0
260,CUS-0029,Grace Chanda,Unemployed,3271.0,24200.0,24.0,3,2026-03-02,,,,Pending,45.0,Business expansion,0,0
261,CUS-0088,Caroline Banda,Employed,17013.0,20800.0,20.0,36,2026-06-07,2026-06-08,2026-06-09,2029-05-24,Completed,85.22,Farm inputs,33280.0,0
262,CUS-0087,James Nyirenda,Employed,3484.0,18500.0,24.0,24,2025-10-23,,,,Rejected,57.52,House renovation,0,0
263,CUS-0173,James Kunda,Unemployed,1184.0,21200.0,24.0,24,2025-10-20,,,,Rejected,45.0,Business expansion,0,0
264,CUS-0080,Memory Chanda,Retired,1587.0,24600.0,20.0,6,2026-04-10,,,,Pending,45.0,Medical expenses,0,0
265,CUS-0062,Victor Zulu,Employed,24654.0,21400.0,18.0,12,2026-06-08,2026-06-12,2026-06-13,2027-06-08,Completed,93.06,House renovation,25252.0,0
266,CUS-0095,Gabriel Chilufya,Employed,9230.0,17700.0,24.0,36,2026-05-20,2026-05-25,2026-05-27,2029-05-11,Disbursed,79.66,Personal development,9348.97,0
267,CUS-0188,Victor Mumba,Unemployed,1733.0,12400.0,10.0,12,2026-05-12,,,,Rejected,45.0,Emergency needs,0,0
268,CUS-0094,Agnes Mumbula,Other,798.0,23600.0,10.0,6,2026-07-16,,,,Rejected,45.0,Personal development,0,0
269,CUS-0054,Gabriel Chanda,Unemployed,488.0,18600.0,12.0,3,2025-09-25,,,,Rejected,45.0,Farm inputs,0,0
270,CUS-0220,Thandiwe Chanda,Retired,2396.0,500.0,18.0,24,2026-05-21,2026-05-23,2026-05-24,2028-05-13,Disbursed,98.33,House renovation,208.57,0
271,CUS-0132,Kelvin Sakala,Retired,4504.0,21100.0,24.0,18,2025-10-11,2025-10-15,2025-10-16,2027-04-09,Completed,62.52,Farm inputs,28696.0,0
272,CUS-0053,Peter Tembo,Self-Employed,9727.0,3500.0,20.0,36,2026-01-27,2026-01-29,2026-02-01,2029-01-16,Completed,92.12,Personal development,5600.0,0
273,CUS-0005,Caroline Mumba,Employed,24146.0,14700.0,10.0,12,2026-04-15,2026-04-20,2026-04-23,2027-04-18,Completed,95.13,Vehicle repair,16170.0,0
274,CUS-0009,Brian Phiri,Student,3065.0,4800.0,20.0,18,2026-01-02,,,,Pending,87.47,Working capital,0,0
275,CUS-0171,Natasha Mwelwa,Employed,18197.0,16900.0,24.0,18,2026-05-02,,,,Pending,92.57,Business expansion,0,0
276,CUS-0085,Mercy Chanda,Other,1679.0,18900.0,24.0,6,2026-07-14,2026-07-16,,,Approved,45.0,School fees,0,0
277,CUS-0172,Joshua Sakala,Business Owner,13164.0,20900.0,15.0,18,2026-04-13,,,,Rejected,87.3,Personal development,0,0
278,CUS-0203,Lillian Lungu,Business Owner,5076.0,3200.0,20.0,24,2026-03-20,,,,Pending,94.96,Emergency needs,0,0
279,CUS-0077,Victor Mutale,Student,2254.0,2900.0,15.0,18,2025-11-06,,,,Pending,89.71,Medical expenses,0,0
280,CUS-0071,Gabriel Tembo,Other,4091.0,5400.0,10.0,9,2025-08-28,2025-08-29,2025-09-02,2026-05-30,Overdue,89.44,Personal development,2638.18,63.34
281,CUS-0196,James Phiri,Unemployed,1359.0,6400.0,10.0,24,2024-07-24,2024-07-26,2024-07-27,2026-07-17,Overdue,62.33,Business expansion,2018.82,113.22
282,CUS-0089,Joshua Mwila,Unemployed,2745.0,22400.0,20.0,12,2026-02-19,,,,Pending,45.0,Medical expenses,0,0
283,CUS-0207,Caroline Mumbula,Business Owner,21136.0,13500.0,12.0,12,2025-05-27,2025-06-03,2025-06-05,2026-05-31,Overdue,94.89,House renovation,4999.67,202.41
284,CUS-0036,Brian Kabwe,Business Owner,13423.0,18900.0,20.0,36,2026-03-19,2026-03-25,,,Approved,83.74,Farm inputs,0,0
285,CUS-0091,Brian Mbewe,Business Owner,5309.0,4600.0,24.0,9,2025-12-12,2025-12-14,2025-12-15,2026-09-11,Disbursed,93.07,Personal development,3858.73,0
286,CUS-0090,Grace Chilufya,Business Owner,18847.0,26700.0,20.0,3,2025-11-23,2025-11-30,2025-12-02,2026-03-02,Disbursed,88.67,Vehicle repair,20680.34,0
287,CUS-0179,Lillian Banda,Retired,5869.0,4300.0,10.0,6,2026-02-21,2026-02-26,2026-03-01,2026-08-28,Disbursed,94.14,Vehicle repair,3363.47,0
288,CUS-0009,Brian Phiri,Student,3065.0,24900.0,15.0,18,2026-05-30,,,,Rejected,45.0,Business expansion,0,0
289,CUS-0144,Brian Chilufya,Business Owner,5832.0,6800.0,20.0,36,2023-06-15,2023-06-20,2023-06-24,2026-06-08,Overdue,85.67,Farm inputs,3634.1,144.92
290,CUS-0031,Brian Chilufya,Other,4320.0,14300.0,12.0,12,2025-12-16,2025-12-19,,,Approved,73.52,Farm inputs,0,0
291,CUS-0082,Victor Banda,Unemployed,2052.0,5400.0,20.0,9,2026-05-10,,,,Pending,78.95,Equipment purchase,0,0
292,CUS-0191,Eunice Mbewe,Self-Employed,23417.0,6900.0,15.0,24,2025-09-30,2025-10-03,2025-10-07,2027-09-27,Completed,97.64,Working capital,8970.0,0
293,CUS-0102,Ruth Ngoma,Retired,3341.0,2600.0,20.0,36,2026-05-05,,,,Pending,88.77,House renovation,0,0
294,CUS-0031,Brian Chilufya,Other,4320.0,8500.0,10.0,24,2025-09-25,2025-09-28,2025-10-02,2027-09-22,Completed,84.26,Working capital,10200.0,0
295,CUS-0071,Gabriel Tembo,Other,4091.0,12100.0,15.0,18,2026-05-15,2026-05-18,,,Approved,76.34,Emergency needs,0,0
296,CUS-0197,James Ngoma,Self-Employed,11716.0,8900.0,24.0,36,2026-07-18,2026-07-23,2026-07-24,2029-07-08,Disbursed,88.92,Emergency needs,11350.09,0
297,CUS-0107,Peter Zulu,Retired,6997.0,26000.0,20.0,3,2025-09-13,2025-09-16,2025-09-17,2025-12-16,Completed,70.27,House renovation,27300.0,0
298,CUS-0216,Caroline Chanda,Student,3248.0,19200.0,18.0,18,2026-03-01,,,,Rejected,52.71,Personal development,0,0
299,CUS-0034,Sibamba Mwila,Other,4269.0,4300.0,24.0,24,2026-05-05,,,,Pending,91.94,Equipment purchase,0,0
300,CUS-0059,James Zulu,Other,190.0,18400.0,10.0,12,2026-06-16,,,,Rejected,45.0,Emergency needs,0,0
301,CUS-0094,Agnes Mumbula,Other,798.0,11200.0,20.0,3,2026-05-19,2026-05-21,,,Approved,45.0,Emergency needs,0,0
302,CUS-0116,James Phiri,Retired,7262.0,16700.0,12.0,24,2025-12-06,2025-12-09,2025-12-13,2027-12-03,Completed,81.6,Farm inputs,20708.0,0
303,CUS-0037,Victor Musonda,Business Owner,20949.0,8700.0,10.0,9,2026-06-12,2026-06-19,2026-06-20,2027-03-17,Disbursed,96.68,Vehicle repair,2530.47,0
304,CUS-0052,Thandiwe Mumbula,Other,4896.0,11500.0,10.0,36,2023-07-22,2023-07-29,2023-08-02,2026-07-17,Overdue,76.21,Medical expenses,2059.63,257.81
305,CUS-0102,Ruth Ngoma,Retired,3341.0,16500.0,15.0,6,2025-10-21,2025-10-22,2025-10-24,2026-04-22,Disbursed,60.49,Medical expenses,4762.59,0
306,CUS-0158,Eunice Kabwe,Retired,1917.0,29000.0,15.0,12,2026-02-24,,,,Rejected,45.0,Personal development,0,0
307,CUS-0071,Gabriel Tembo,Other,4091.0,21600.0,24.0,3,2025-09-27,,,,Rejected,57.76,Vehicle repair,0,0
308,CUS-0035,Kelvin Zulu,Self-Employed,11805.0,20400.0,15.0,12,2025-10-22,2025-10-26,2025-10-27,2026-10-22,Disbursed,86.18,School fees,7832.17,0
309,CUS-0127,Thandiwe Musonda,Self-Employed,10090.0,2800.0,18.0,24,2025-11-03,2025-11-06,,,Approved,97.78,School fees,0,0
310,CUS-0180,Natasha Mumba,Other,2765.0,9100.0,18.0,9,2026-02-08,2026-02-10,2026-02-10,2026-11-07,Completed,73.67,Farm inputs,10328.5,0
311,CUS-0034,Sibamba Mwila,Other,4269.0,16500.0,24.0,9,2026-07-21,2026-07-22,2026-07-23,2027-04-19,Disbursed,69.08,Medical expenses,4422.59,0
312,CUS-0018,Adrian Mwila,Self-Employed,22455.0,5800.0,10.0,36,2025-11-16,,,,Pending,92.93,Farm inputs,0,0
313,CUS-0216,Caroline Chanda,Student,3248.0,12100.0,10.0,9,2026-05-19,2026-05-26,2026-05-27,2027-02-21,Completed,70.2,Farm inputs,13007.5,0
314,CUS-0117,Kelvin Ngoma,Business Owner,15658.0,12400.0,24.0,36,2026-02-08,2026-02-12,,,Approved,88.66,Equipment purchase,0,0
315,CUS-0047,Ruth Musonda,Other,2719.0,29500.0,15.0,12,2025-10-20,2025-10-25,,,Approved,45.0,School fees,0,0
316,CUS-0089,Joshua Mwila,Unemployed,2745.0,2400.0,20.0,12,2026-07-24,2026-07-25,2026-07-26,2027-07-21,Disbursed,93.01,Medical expenses,200.11,0
317,CUS-0177,Memory Ngoma,Retired,3069.0,22800.0,15.0,3,2026-05-24,,,,Rejected,45.0,School fees,0,0
318,CUS-0069,James Mwelwa,Self-Employed,3266.0,27100.0,20.0,24,2026-05-02,,,,Rejected,45.0,Vehicle repair,0,0
319,CUS-0094,Agnes Mumbula,Other,798.0,26000.0,12.0,3,2026-07-18,,,,Rejected,45.0,Personal development,0,0
320,CUS-0109,Joshua Mwila,Student,4898.0,26000.0,15.0,12,2026-04-23,,,,Rejected,57.53,Business expansion,0,0
321,CUS-0091,Brian Mbewe,Business Owner,5309.0,26500.0,15.0,36,2025-11-04,,,,Rejected,55.07,Business expansion,0,0
322,CUS-0177,Memory Ngoma,Retired,3069.0,10000.0,10.0,3,2025-10-27,2025-10-28,2025-10-31,2026-01-29,Disbursed,73.93,Medical expenses,1899.34,0
323,CUS-0215,Chola Phiri,Student,4384.0,21600.0,24.0,24,2026-06-21,,,,Rejected,60.58,Business expansion,0,0
324,CUS-0186,Memory Mumbula,Employed,5400.0,18000.0,12.0,6,2026-01-04,2026-01-07,2026-01-11,2026-07-10,Overdue,73.33,Medical expenses,9012.55,201.35
325,CUS-0004,Caroline Mumba,Retired,2489.0,16400.0,18.0,12,2025-09-21,,,,Rejected,47.29,Equipment purchase,0,0
326,CUS-0096,Natasha Kunda,Retired,2193.0,21900.0,12.0,12,2026-07-22,,,,Rejected,45.0,Farm inputs,0,0
327,CUS-0120,Lillian Chilufya,Employed,5717.0,13900.0,10.0,6,2026-06-07,2026-06-11,2026-06-12,2026-12-09,Completed,80.55,Medical expenses,14595.0,0
328,CUS-0168,Joshua Zulu,Other,1524.0,25800.0,18.0,3,2026-07-05,,,,Pending,45.0,Vehicle repair,0,0
329,CUS-0080,Memory Chanda,Retired,1587.0,4700.0,18.0,24,2026-05-18,,,,Pending,76.31,Working capital,0,0
330,CUS-0220,Thandiwe Chanda,Retired,2396.0,14500.0,15.0,18,2026-06-15,2026-06-19,,,Approved,51.59,Medical expenses,0,0
331,CUS-0141,Chola Kunda,Employed,21652.0,15600.0,24.0,24,2026-03-25,2026-03-28,,,Approved,94.24,Business expansion,0,0
332,CUS-0138,Agnes Mbewe,Other,1877.0,21500.0,15.0,3,2026-07-19,,,,Pending,45.0,Business expansion,0,0
333,CUS-0085,Mercy Chanda,Other,1679.0,18700.0,15.0,9,2026-02-14,,,,Rejected,45.0,Vehicle repair,0,0
334,CUS-0130,Agnes Sakala,Unemployed,4220.0,2200.0,20.0,18,2025-11-19,2025-11-20,2025-11-21,2027-05-15,Disbursed,95.83,Equipment purchase,1039.7,0
335,CUS-0092,Natasha Chilufya,Self-Employed,19864.0,2200.0,12.0,36,2023-06-05,2023-06-12,2023-06-13,2026-05-28,Overdue,94.11,Medical expenses,1434.1,31.16
336,CUS-0204,Sibamba Kunda,Retired,1993.0,22800.0,10.0,24,2025-09-24,,,,Rejected,45.0,Equipment purchase,0,0
337,CUS-0159,Joshua Banda,Self-Employed,17113.0,5300.0,12.0,3,2026-02-02,,,,Pending,97.52,Emergency needs,0,0
338,CUS-0107,Peter Zulu,Retired,6997.0,20800.0,24.0,24,2026-02-24,,,,Pending,76.22,Personal development,0,0
339,CUS-0013,Memory Mwelwa,Self-Employed,22651.0,21200.0,10.0,3,2026-06-19,2026-06-22,2026-06-24,2026-09-22,Disbursed,92.51,Working capital,14613.14,0
340,CUS-0195,Mercy Mwila,Self-Employed,16645.0,3600.0,24.0,36,2026-04-06,2026-04-08,2026-04-11,2029-03-26,Disbursed,93.27,Personal development,4320.43,0
341,CUS-0190,Brian Mumba,Employed,17995.0,6500.0,12.0,9,2026-01-12,2026-01-15,2026-01-16,2026-10-13,Completed,97.11,Equipment purchase,7085.0,0
342,CUS-0029,Grace Chanda,Unemployed,3271.0,29300.0,20.0,24,2026-01-08,2026-01-10,,,Approved,45.0,School fees,0,0
343,CUS-0017,Kelvin Lungu,Student,151.0,9600.0,10.0,24,2025-12-05,,,,Rejected,45.0,School fees,0,0
344,CUS-0128,Mercy Nyirenda,Other,19.0,24700.0,12.0,36,2026-01-06,,,,Rejected,40.0,Emergency needs,0,0
345,CUS-0210,Peter Mutale,Other,2293.0,13600.0,15.0,36,2025-11-09,,,,Pending,47.55,House renovation,0,0
346,CUS-0107,Peter Zulu,Retired,6997.0,10100.0,24.0,12,2026-07-25,,,,Pending,88.45,Medical expenses,0,0
347,CUS-0135,Memory Kabwe,Student,4566.0,11200.0,10.0,6,2026-02-20,,,,Pending,80.38,Business expansion,0,0
348,CUS-0192,Victor Chanda,Self-Employed,5411.0,21600.0,18.0,9,2025-11-01,2025-11-03,2025-11-04,2026-08-01,Completed,68.07,Medical expenses,24516.0,0
349,CUS-0219,Thandiwe Kunda,Self-Employed,5058.0,25000.0,15.0,9,2026-03-15,2026-03-18,2026-03-22,2026-12-17,Disbursed,60.46,Emergency needs,10318.5,0
350,CUS-0039,James Mwelwa,Employed,12140.0,18000.0,18.0,3,2025-09-18,2025-09-19,2025-09-21,2025-12-20,Completed,88.14,Medical expenses,18810.0,0
351,CUS-0103,Victor Zulu,Business Owner,18659.0,1200.0,10.0,36,2023-07-16,2023-07-23,2023-07-26,2026-07-10,Overdue,94.49,Farm inputs,207.67,0
352,CUS-0169,Ruth Mwelwa,Student,4465.0,27800.0,24.0,9,2025-10-05,,,,Rejected,50.19,School fees,0,0
353,CUS-0161,Chola Kabwe,Employed,4780.0,14800.0,15.0,6,2025-12-02,2025-12-09,2025-12-12,2026-06-10,Disbursed,75.23,Vehicle repair,7939.51,0
354,CUS-0151,Lillian Mbewe,Self-Employed,10878.0,1500.0,20.0,3,2026-02-07,2026-02-08,2026-02-11,2026-05-12,Disbursed,98.9,House renovation,572.37,0
